"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.19103536130038e-20,0.356716730089377,0.283,0.191,3.84525766395826e-16,"0","Dag1"
2.00961016497339e-20,0.480317746534769,0.257,0.175,6.48802641761659e-16,"0","Akt1"
2.07286661742457e-20,0.366880186618949,0.352,0.252,6.69224987435523e-16,"0","B230219D22Rik"
2.34030302407578e-20,0.258735651252113,0.409,0.299,7.55566831322866e-16,"0","Cyb5a"
4.33132799021109e-20,0.323952090806897,0.373,0.274,1.39836924163965e-15,"0","Tm9sf2"
7.18097498674764e-20,0.372201968944317,0.366,0.271,2.31837777447148e-15,"0","Grcc10"
1.33330209040852e-19,0.252029867810766,0.316,0.225,4.30456579888392e-15,"0","U2af2"
1.35779360893471e-19,0.401719313181584,0.341,0.248,4.38363666644571e-15,"0","Hdgf"
1.41132988248657e-19,0.406902414451055,0.282,0.197,4.55647852560788e-15,"0","Cdk9"
1.67584720887224e-19,0.303221297876679,0.397,0.295,5.41047271384404e-15,"0","Gpi1"
2.56418758080839e-19,0.502482817398407,0.253,0.173,8.27847960463989e-15,"0","Appbp2"
2.98152001092025e-19,0.341017450281039,0.276,0.19,9.62583735525602e-15,"0","Hipk3"
4.0733888686587e-19,0.325763213619806,0.404,0.309,1.31509359624646e-14,"0","Uqcr11"
5.32180058242064e-19,0.271123240011016,0.374,0.28,1.7181433180345e-14,"0","Ubn1"
5.95315608516033e-19,0.307075163574422,0.307,0.215,1.92197644209401e-14,"0","Elk4"
6.13161279927186e-19,0.530017354424318,0.26,0.181,1.97959119224492e-14,"0","Rnf11"
6.71459410420923e-19,0.25246931967023,0.413,0.315,2.16780670654395e-14,"0","Bcl10"
8.52637708573345e-19,0.31560388139801,0.539,0.422,2.75274084212905e-14,"0","Tmed10"
8.76616744471367e-19,0.327794280505568,0.325,0.234,2.83015715952581e-14,"0","Tsc22d2"
1.70510915023695e-18,0.297302830879129,0.426,0.325,5.50494489153998e-14,"0","G3bp1"
2.81680162278392e-18,0.38796432419019,0.277,0.197,9.09404403915787e-14,"0","Rnf7"
3.12458839329544e-18,0.411001188242693,0.29,0.208,1.00877336277543e-13,"0","Tmem14c"
3.23651800792351e-18,0.33243810098528,0.272,0.19,1.0449098388581e-13,"0","Mib1"
3.25788736796772e-18,0.472638634645262,0.276,0.196,1.05180893674838e-13,"0","Skp1a"
3.28683963151811e-18,0.250567466558204,0.356,0.26,1.06115617503562e-13,"0","Pitpna"
3.31963726764995e-18,0.303604702281821,0.417,0.316,1.07174489186079e-13,"0","Eid1"
3.35047240390519e-18,0.357079450415644,0.397,0.305,1.08170001560079e-13,"0","Eif4g1"
4.57554338800141e-18,0.282330294000218,0.575,0.47,1.47721418281625e-13,"0","Arf1"
6.04731736150868e-18,0.346363323234443,0.266,0.186,1.95237641016308e-13,"0","Plekho2"
6.29676716148671e-18,0.486022084925133,0.381,0.293,2.03291127808598e-13,"0","Mrpl33"
1.10887970089317e-17,0.600218648844067,0.262,0.188,3.58001811433361e-13,"0","Rala"
3.90883055749378e-17,0.332434692683071,0.349,0.261,1.26196594548687e-12,"0","Psmc6"
4.1135578147349e-17,0.277840120331635,0.403,0.303,1.32806214048716e-12,"0","Nr1d2"
4.3321605812106e-17,0.449206051363575,0.295,0.216,1.39863804364384e-12,"0","Psmb7"
5.22949913755678e-17,0.320364295850561,0.367,0.276,1.68834379656021e-12,"0","H13"
1.04425118483793e-16,0.26009323244084,0.49,0.392,3.37136495024927e-12,"0","Psma7"
1.08707266679932e-16,0.404645896307583,0.274,0.195,3.50961410476161e-12,"0","Impdh2"
1.46233288452693e-16,0.299755197239226,0.409,0.315,4.7211417176952e-12,"0","Ubxn1"
1.80043386176172e-16,0.413095780229697,0.254,0.179,5.81270072269772e-12,"0","Pkig"
2.52860170604411e-16,0.275633514450622,0.25,0.174,8.1635906079634e-12,"0","Tbl1x"
5.95107608118287e-16,0.254906855583931,0.483,0.385,1.92130491280989e-11,"0","Micos10"
1.23542532685351e-15,0.295835790371236,0.438,0.347,3.98857066774656e-11,"0","Sar1a"
2.73627469251871e-15,0.328654528145395,0.326,0.247,8.83406284479666e-11,"0","Psmc3"
3.30687248399108e-15,0.251968018170158,0.256,0.181,1.06762378145652e-10,"0","Adnp"
4.32519435574042e-15,0.438308893192676,0.259,0.19,1.39638899775079e-10,"0","Psmd12"
5.89838318243679e-15,0.302857144329893,0.298,0.222,1.90429301044972e-10,"0","Mob4"
1.09403193623478e-14,0.280630126517723,0.316,0.235,3.532082106134e-10,"0","Vezf1"
1.16159848956055e-14,0.251024448263113,0.384,0.295,3.75022072354622e-10,"0","Ctdsp2"
1.28671228335101e-14,0.279347527349607,0.31,0.23,4.15415060679873e-10,"0","Usp25"
1.38042257041892e-14,0.297639461710066,0.304,0.229,4.45669426859748e-10,"0","Ndufab1"
1.83285832907438e-14,0.296668472405117,0.288,0.212,5.91738311541664e-10,"0","Rsf1"
1.96431787220527e-14,0.350088391725949,0.259,0.186,6.34180025041471e-10,"0","Zdhhc20"
2.70253900881275e-14,0.364058914234894,0.269,0.197,8.72514718995195e-10,"0","Cul1"
2.70848310657592e-14,0.285524248971628,0.284,0.209,8.74433770958034e-10,"0","Cnot6"
3.48718385516111e-14,0.29009830368025,0.334,0.257,1.12583730763876e-09,"0","Ndufs5"
4.0334415358893e-14,0.28794288827955,0.299,0.223,1.30219659986186e-09,"0","R3hdm2"
4.34490689663177e-14,0.352297294122842,0.253,0.185,1.40275319157757e-09,"0","Wbp4"
1.08179283012876e-13,0.284564465674185,0.304,0.227,3.4925681520707e-09,"0","Strn3"
1.08946690161383e-13,0.308424479365489,0.288,0.214,3.51734389186024e-09,"0","Alkbh5"
1.60402234394666e-13,0.26918360061976,0.324,0.25,5.1785861374318e-09,"0","Emc7"
2.72662382752533e-13,0.267523778830731,0.307,0.232,8.80290502716554e-09,"0","Larp4"
7.59778488724358e-13,0.337156091536759,0.269,0.204,2.45294485084659e-08,"0","Ddrgk1"
1.28849283112088e-12,0.269253321104278,0.273,0.206,4.15989910527377e-08,"0","Tubb2a"
1.48800586794499e-12,0.292640925370003,0.277,0.209,4.8040269446604e-08,"0","Bax"
3.0536705672627e-12,0.263029172891016,0.301,0.234,9.85877542640762e-08,"0","Psmb2"
3.57994095744948e-12,0.252240884107429,0.321,0.244,1.15578393811256e-07,"0","Mtch1"
1.3580488421098e-11,0.263705146237486,0.258,0.195,4.38446068675149e-07,"0","Psmb10"
2.32630021363563e-11,0.338132627157317,0.251,0.191,7.51046023972263e-07,"0","Psmd2"
3.07460139220419e-11,0.266018567013504,0.327,0.256,9.92635059473123e-07,"0","Abcf1"
6.25989731482663e-11,0.289230643972833,0.289,0.224,2.02100784809178e-06,"0","Sap18"
7.46479836274497e-11,0.30707312697692,0.25,0.192,2.41001015141221e-06,"0","Ndufa12"
8.55200826822706e-11,0.278162046405708,0.262,0.2,2.76101586939711e-06,"0","Strap"
1.21300806936933e-10,0.251552988615218,0.271,0.206,3.91619655195887e-06,"0","Zfp148"
1.80172818428841e-10,0.302069569493903,0.272,0.208,5.81687944297514e-06,"0","Rybp"
5.37883637649772e-10,0.370158576965145,0.276,0.214,1.73655732415229e-05,"0","Epc2"
1.06152190696623e-09,0.327318700179278,0.254,0.198,3.42712347664047e-05,"0","Polr2k"
0,6.571866112751,0.864,0.065,0,"1","Lyz2"
0,4.68831444193965,0.844,0.084,0,"1","Fcer1g"
0,4.85707761987561,0.817,0.069,0,"1","Tyrobp"
0,4.75214240978591,0.829,0.125,0,"1","Ctss"
0,5.61436425354698,0.689,0.023,0,"1","Mpeg1"
0,3.85971356857634,0.783,0.126,0,"1","Plek"
0,6.00418467952289,0.689,0.035,0,"1","Cd14"
0,6.39490396582663,0.667,0.014,0,"1","Csf1r"
0,5.41101590206501,0.717,0.078,0,"1","Il1b"
0,4.00953070176898,0.709,0.086,0,"1","Cybb"
0,4.36401611028121,0.662,0.049,0,"1","Spi1"
0,3.52482239722412,0.722,0.123,0,"1","Tpd52"
0,5.72139658096786,0.611,0.018,0,"1","Ms4a6c"
0,5.49265260780135,0.607,0.023,0,"1","Aif1"
0,4.79490151964736,0.63,0.048,0,"1","Ifi207"
0,3.17253586742568,0.681,0.101,0,"1","Lilrb4a"
0,3.29567342164708,0.773,0.193,0,"1","Lgals3"
0,5.40387667704621,0.61,0.03,0,"1","Wfdc17"
0,5.07874457845826,0.868,0.296,0,"1","Apoe"
0,3.62589692639273,0.648,0.079,0,"1","Slc15a3"
0,5.4055329462627,0.591,0.023,0,"1","Pla2g7"
0,3.46774560439798,0.735,0.171,0,"1","Ctsc"
0,3.31887536021734,0.722,0.159,0,"1","Efhd2"
0,4.23972160755069,0.591,0.028,0,"1","Plbd1"
0,4.73429923905595,0.743,0.181,0,"1","Cxcl2"
0,3.2787618911538,0.629,0.074,0,"1","Ncf2"
0,3.64981828721805,0.658,0.105,0,"1","Cxcl16"
0,5.74117525198391,0.565,0.016,0,"1","Nlrp3"
0,3.0053621178326,0.645,0.101,0,"1","Lilr4b"
0,5.5456708605935,0.567,0.025,0,"1","Lst1"
0,7.23627013355936,0.551,0.016,0,"1","C1qa"
0,4.80537389728978,0.568,0.035,0,"1","Ptafr"
0,3.90640856760684,0.695,0.163,0,"1","Tgfbi"
0,3.58265945598942,0.671,0.142,0,"1","Plin2"
0,4.24074109813037,0.581,0.052,0,"1","Rnf149"
0,3.98587812456293,0.663,0.135,0,"1","Mafb"
0,6.86999070015356,0.546,0.018,0,"1","C1qb"
0,2.07456024859415,0.683,0.156,0,"1","Fyb"
0,5.2093657646738,0.563,0.037,0,"1","Il1rn"
0,2.10365409911851,0.821,0.297,0,"1","Laptm5"
0,5.76924377341045,0.534,0.012,0,"1","Itgam"
0,3.2213689541522,0.718,0.197,0,"1","Slfn2"
0,6.38032080244575,0.52,0.007,0,"1","Igsf6"
0,2.3038535723538,0.762,0.254,0,"1","Lcp1"
0,7.52485182851543,0.513,0.01,0,"1","C1qc"
0,2.96415101523032,0.684,0.186,0,"1","Rilpl2"
0,6.10774120904429,0.505,0.011,0,"1","Lrrc25"
0,2.55378153616485,0.593,0.1,0,"1","Syk"
0,2.44361902078237,0.583,0.093,0,"1","Pik3ap1"
0,2.80502891734948,0.63,0.143,0,"1","Basp1"
0,4.53457596279218,0.519,0.033,0,"1","Fcgr2b"
0,3.04136636331372,0.61,0.124,0,"1","Ifi30"
0,4.79088445926257,0.513,0.029,0,"1","Cd68"
0,2.84627256433974,0.685,0.205,0,"1","Ehd1"
0,3.13139487938535,0.769,0.289,0,"1","Lgmn"
0,6.42457299520161,0.487,0.008,0,"1","Cd300c2"
0,3.3543243214356,0.572,0.095,0,"1","Sirpa"
0,5.57757016861609,0.493,0.016,0,"1","Alox5ap"
0,2.95612021126744,0.621,0.145,0,"1","Unc93b1"
0,4.72825300763697,0.498,0.023,0,"1","Ccr1"
0,2.83646316938702,0.799,0.33,0,"1","Ctsz"
0,2.62064427921917,0.618,0.149,0,"1","Ctsh"
0,1.71766076521253,0.749,0.284,0,"1","Cd52"
0,2.30893887444505,0.63,0.166,0,"1","Fam49b"
0,2.7583829853554,0.817,0.356,0,"1","H2-Aa"
0,3.44605828997116,0.561,0.102,0,"1","Ninj1"
0,1.8255355353045,0.691,0.232,0,"1","Cd53"
0,3.12511642213165,0.534,0.076,0,"1","Lcp2"
0,2.26988731842995,0.621,0.164,0,"1","Lyn"
0,2.74236230735955,0.82,0.365,0,"1","H2-Ab1"
0,2.84942426098469,0.764,0.312,0,"1","H2-Eb1"
0,6.65197479994949,0.457,0.006,0,"1","C5ar1"
0,1.80960382984048,0.644,0.196,0,"1","Cd83"
0,3.23816147656926,0.508,0.06,0,"1","Csf2rb"
0,4.65300186366541,0.469,0.021,0,"1","Pirb"
0,6.42244668252502,0.459,0.015,0,"1","Clec4e"
0,5.93790182151836,0.454,0.01,0,"1","Ms4a6d"
0,2.47123936428229,0.687,0.244,0,"1","Mapkapk2"
0,3.42932210666933,0.518,0.075,0,"1","Arl5c"
0,5.88700307595784,0.454,0.012,0,"1","Ccl9"
0,1.85391460935775,0.693,0.253,0,"1","Coro1a"
0,2.97454907245301,0.715,0.278,0,"1","Cstb"
0,3.0233779434884,0.745,0.31,0,"1","Cd44"
0,3.32235685587787,0.482,0.048,0,"1","Ly86"
0,2.64219446094781,0.533,0.102,0,"1","Hcls1"
0,5.81727078384024,0.438,0.008,0,"1","Fcgr3"
0,5.91934433890291,0.439,0.009,0,"1","Cd300a"
0,1.88249529522017,0.693,0.263,0,"1","Ucp2"
0,4.05877436537949,0.475,0.048,0,"1","Emilin2"
0,2.67558175398096,0.579,0.155,0,"1","Ctsa"
0,2.19117007200144,0.761,0.343,0,"1","Zeb2"
0,2.62516960831357,0.512,0.095,0,"1","Pou2f2"
0,3.83718633941735,0.445,0.028,0,"1","Pld4"
0,1.84005835099826,0.667,0.251,0,"1","Cotl1"
0,5.13970992937436,0.482,0.067,0,"1","Ccl4"
0,2.40726020371934,0.514,0.1,0,"1","H2-DMa"
0,3.48552698097003,0.458,0.045,0,"1","Csf2ra"
0,4.64293632666652,0.427,0.015,0,"1","Hck"
0,2.07158469898076,0.79,0.379,0,"1","Marcks"
0,7.37367428289381,0.413,0.005,0,"1","Ms4a7"
0,2.99815437660616,0.474,0.067,0,"1","H2-DMb1"
0,2.0300195627117,0.615,0.214,0,"1","Arhgdib"
0,2.19342512689702,0.581,0.183,0,"1","Gm2a"
0,2.43754437978287,0.503,0.107,0,"1","Bcl2a1b"
0,3.32141946129437,0.634,0.24,0,"1","Prdx5"
0,2.84108443442554,0.478,0.084,0,"1","Ifi204"
0,4.68015521258489,0.411,0.017,0,"1","Ccl6"
0,5.39450300973672,0.403,0.01,0,"1","Mefv"
0,3.85013912976374,0.451,0.062,0,"1","Rab7b"
0,2.4107487912937,0.505,0.117,0,"1","Prkcd"
0,3.09583201384099,0.512,0.125,0,"1","Ccrl2"
0,4.06939694379079,0.442,0.057,0,"1","Acp5"
0,2.15682483559403,0.734,0.353,0,"1","Cyba"
0,2.87358805028577,0.9,0.524,0,"1","Cd74"
0,2.63167206309891,0.489,0.114,0,"1","Rab20"
0,2.57130030906172,0.88,0.505,0,"1","Ctsb"
0,2.29549041193147,0.439,0.067,0,"1","Cd86"
0,6.88947465174106,0.374,0.005,0,"1","Clec4d"
0,3.75498275543714,0.433,0.064,0,"1","Gsr"
0,4.54853319949236,0.391,0.024,0,"1","Slc11a1"
0,2.37799215733133,0.463,0.104,0,"1","Arl4c"
0,2.81676059317518,0.468,0.11,0,"1","Card19"
0,2.42879386455347,0.459,0.102,0,"1","B4galt5"
0,2.29466946480114,0.446,0.089,0,"1","Cyth4"
0,2.22553558122076,0.769,0.415,0,"1","Npc2"
0,2.41426514144301,0.432,0.078,0,"1","Ptprj"
0,7.29125848814284,0.356,0.003,0,"1","C3ar1"
0,5.00254374359876,0.381,0.032,0,"1","Ccl3"
0,6.87631326373188,0.353,0.004,0,"1","Adgre1"
0,4.33644908411428,0.38,0.033,0,"1","Tlr2"
0,6.05274693088356,0.353,0.006,0,"1","Clec4a1"
0,2.88661208695508,0.447,0.1,0,"1","Trf"
0,3.36073983537179,0.384,0.039,0,"1","Pik3r5"
0,2.29618837254407,0.78,0.436,0,"1","Cebpb"
0,2.53876380962712,0.403,0.059,0,"1","Ms4a6b"
0,3.24649244390297,0.406,0.063,0,"1","Cndp2"
0,3.10337310292593,0.395,0.053,0,"1","Ncf4"
0,1.99319242704527,0.818,0.479,0,"1","Sdcbp"
0,2.76468601077781,0.424,0.085,0,"1","Metrnl"
0,2.39450172168732,0.423,0.084,0,"1","Sema4d"
0,6.00758214311786,0.342,0.005,0,"1","Clec4n"
0,3.23255223136228,0.429,0.092,0,"1","Msrb1"
0,6.78781970291552,0.337,0.004,0,"1","Cd300ld"
0,6.35433360147415,0.338,0.008,0,"1","F10"
0,2.66300327139961,0.406,0.079,0,"1","Tmem189"
0,3.60435356476603,0.377,0.051,0,"1","Fnip2"
0,4.13868356754717,0.344,0.02,0,"1","Gas2l3"
0,1.70779435147462,0.858,0.535,0,"1","Srgn"
0,2.59854654331403,0.893,0.572,0,"1","Psap"
0,2.23517723431009,0.791,0.476,0,"1","Atp6v0c"
0,6.59658767655624,0.319,0.004,0,"1","Clec4a3"
0,4.41260649605995,0.331,0.017,0,"1","Cfp"
0,4.77839045134661,0.326,0.013,0,"1","Lpcat2"
0,2.92627436762325,0.374,0.062,0,"1","Fam49a"
0,3.91075775174901,0.331,0.02,0,"1","Cyp4f18"
0,4.11098016686807,0.331,0.024,0,"1","Lacc1"
0,4.67322284802946,0.333,0.028,0,"1","Mrc1"
0,6.18224783745087,0.307,0.003,0,"1","Msr1"
0,6.95192173654101,0.306,0.003,0,"1","Clec4a2"
0,1.99106003694965,0.37,0.067,0,"1","Epsti1"
0,2.74568904853838,0.365,0.063,0,"1","Slc8b1"
0,2.61314496792152,0.364,0.063,0,"1","Itgb2"
0,4.25345853834169,0.315,0.015,0,"1","Fgr"
0,6.98483053688889,0.3,0.002,0,"1","Fcgr4"
0,2.46741592078596,0.351,0.058,0,"1","Tm6sf1"
0,2.62557504881282,0.331,0.047,0,"1","Irf5"
0,3.45849811471464,0.311,0.029,0,"1","Rbm47"
0,3.61615187610699,0.317,0.038,0,"1","Cln8"
0,3.54584828493767,0.3,0.024,0,"1","Gm6377"
0,7.19686315275491,0.283,0.008,0,"1","Pf4"
0,3.83841961013352,0.289,0.021,0,"1","Rassf4"
0,5.51701474127933,0.283,0.015,0,"1","Acod1"
0,3.20124387289307,0.29,0.028,0,"1","Ms4a4c"
0,6.79447168857322,0.261,0.002,0,"1","Apoc2"
0,2.81824507629544,0.289,0.03,0,"1","Il10ra"
0,3.41287509702486,0.291,0.035,0,"1","Sgms2"
0,4.8292813792602,0.264,0.012,0,"1","Slc7a11"
0,2.88699766963467,0.291,0.041,0,"1","Csf2rb2"
0,4.48614717387358,0.261,0.012,0,"1","Hp"
0,3.42158668541983,0.276,0.03,0,"1","Rab32"
0,3.18569985054813,0.278,0.034,0,"1","Hpgds"
0,4.00080345185601,0.266,0.024,0,"1","Slc16a3"
0,3.78683965487635,0.253,0.025,0,"1","Tnip3"
0,2.02591161583359,0.949,0.776,0,"1","Ftl1"
0,2.96558669849437,0.987,0.874,0,"1","Fth1"
0,1.22568397351915,0.977,0.931,0,"1","Actb"
0,1.56763457475838,0.99,0.947,0,"1","Tmsb4x"
1.48219693752374e-322,2.01811506821658,0.525,0.15,4.78527281279539e-318,"1","Plaur"
6.32404026676796e-322,2.69906250472449,0.341,0.06,2.04171640012603e-317,"1","Smox"
9.09080788347894e-322,2.03433292201855,0.512,0.138,2.93496732518117e-317,"1","Gmfg"
2.11460096420054e-320,1.69988548350791,0.339,0.056,6.82698921292143e-316,"1","Ccr2"
5.54229481969647e-316,2.74644659400959,0.311,0.05,1.789329882539e-311,"1","Evi2a"
6.68692000155274e-315,3.16217335904857,0.285,0.041,2.1588721225013e-310,"1","Slc11a2"
2.59503424959859e-311,1.71097485313542,0.762,0.427,8.37806807482904e-307,"1","Actr3"
2.82874728763293e-308,3.64692061008221,0.276,0.039,9.1326106181229e-304,"1","Tnf"
4.85462170554868e-308,2.3593642744405,0.459,0.122,1.56731461763639e-303,"1","Mfsd1"
1.43664125028072e-306,2.34384986052557,0.53,0.167,4.63819627653129e-302,"1","Etv3"
1.4723810612813e-301,2.35040876486027,0.619,0.243,4.75358225634669e-297,"1","Marcksl1"
8.07085578494495e-299,2.19611667825563,0.489,0.142,2.60567579016948e-294,"1","Fem1c"
2.86279180843435e-298,2.31358054662931,0.315,0.053,9.24252335353031e-294,"1","Ccr5"
3.44493887885841e-298,2.08191434942164,0.651,0.27,1.11219851703944e-293,"1","Rnf19b"
2.1173775142523e-296,2.43440251931582,0.422,0.104,6.83595330476357e-292,"1","Sgpl1"
1.23818048860458e-294,2.167940328986,0.425,0.104,3.99746570745989e-290,"1","Skap2"
2.83229472301861e-289,1.99257195565147,0.751,0.432,9.14406351326557e-285,"1","Gpx1"
7.0897655434813e-287,2.72146418428102,0.259,0.037,2.28893080571294e-282,"1","Grk3"
1.55564888553054e-285,2.59997483801675,0.357,0.077,5.02241242693534e-281,"1","Gas7"
8.02175761544485e-281,2.24146204594767,0.597,0.243,2.58982444614637e-276,"1","Tnfaip2"
1.66523830450192e-279,3.08767075365745,0.267,0.041,5.37622186608446e-275,"1","Nceh1"
8.33864842915449e-279,2.01709674276881,0.523,0.168,2.69213264535253e-274,"1","Tnfrsf1b"
2.98446537726956e-277,1.30502050731955,0.905,0.773,9.63534647051477e-273,"1","Actg1"
4.68880285925871e-276,2.48222151179453,0.262,0.039,1.51378000311167e-271,"1","Vav1"
4.95650439216562e-275,1.97157737021488,0.518,0.172,1.60020744301067e-270,"1","Hilpda"
7.96477726425588e-273,2.45388617885118,0.29,0.05,2.57142833976501e-268,"1","Cd40"
1.67325552475475e-271,2.44615616406637,0.626,0.295,5.4021054616707e-267,"1","Sdc4"
4.33847096156411e-270,2.63077281679867,0.294,0.052,1.40067534994097e-265,"1","Gpr137b"
7.93914401847477e-270,2.23813487681881,0.385,0.092,2.56315264636458e-265,"1","Tcirg1"
1.32201422560795e-264,1.04472292582102,0.945,0.879,4.26812292737527e-260,"1","Rps9"
2.04531870113092e-263,2.00155327690495,0.445,0.125,6.60331142660117e-259,"1","Lmnb1"
3.19178908341813e-258,1.19072503204885,0.965,0.926,1.03046910558154e-253,"1","H3f3b"
8.40613332838428e-257,2.21271406438016,0.411,0.109,2.71392014506887e-252,"1","Atp6v1b2"
4.67798694982876e-255,1.46545884151188,0.935,0.877,1.51028808675221e-250,"1","Hspa5"
7.47729956826988e-254,2.4360142488635,0.327,0.069,2.41404616561593e-249,"1","Zfp263"
1.450279349316e-252,2.23149215110696,0.342,0.075,4.68222687926672e-248,"1","Soat1"
1.11371345684332e-250,1.87539129860398,0.555,0.211,3.59562389541865e-246,"1","Tubb6"
1.96120353819577e-250,2.509701525946,0.275,0.048,6.33174562306504e-246,"1","Lfng"
9.97690250803167e-250,2.10486786856984,0.485,0.158,3.22104297471802e-245,"1","Hexa"
1.21300407960014e-249,1.49775049184978,0.771,0.513,3.91618367098904e-245,"1","Arpc1b"
4.0946473607734e-247,1.99389959470182,0.608,0.275,1.32195690042569e-242,"1","Cflar"
7.02978167703744e-246,2.42485379476661,0.253,0.041,2.26956501443154e-241,"1","Ncf1"
9.49415536549111e-243,2.85164695306323,0.25,0.041,3.0651880597488e-238,"1","Slc29a3"
8.60801620251291e-241,1.59277895172314,0.739,0.437,2.77909803098129e-236,"1","Lamp1"
1.20949485071338e-237,1.99113988930019,0.311,0.064,3.90485412552815e-233,"1","Nckap1l"
2.89307190582374e-236,2.36970472074024,0.326,0.074,9.34028264795193e-232,"1","Snx10"
1.04404246710287e-235,2.39267882631087,0.359,0.091,3.37069110504161e-231,"1","Sowahc"
1.55522756694455e-235,2.10844174800721,0.289,0.056,5.02105219988049e-231,"1","Bcl2a1d"
6.40377463094632e-234,2.09794140039299,0.32,0.07,2.06745863960102e-229,"1","Nrros"
2.65776123952162e-233,1.73199579818602,0.585,0.242,8.58058216179554e-229,"1","Tuba1c"
1.0127865333599e-232,1.76311427381675,0.384,0.1,3.26978132295243e-228,"1","Rab11fip1"
2.9136471026866e-232,1.99053377060061,0.465,0.154,9.40670967102368e-228,"1","Mir22hg"
2.56559818392945e-231,1.69714129165087,0.574,0.23,8.28303373681623e-227,"1","Bcl2l11"
1.21506805500651e-230,1.35081084224779,0.794,0.56,3.92284721558853e-226,"1","Rap1b"
5.32086839204684e-229,1.57703100594462,0.663,0.339,1.71784236037232e-224,"1","Atox1"
2.62248034778487e-228,1.46982327820744,0.728,0.413,8.46667780282344e-224,"1","Sh3bgrl3"
8.80202152775215e-227,2.24497743723373,0.405,0.121,2.84173265023478e-222,"1","Fabp5"
2.07998713990675e-226,1.24486173446922,0.831,0.638,6.71523848118895e-222,"1","Mcl1"
2.24036950741276e-226,1.89689350350191,0.634,0.312,7.23303295468211e-222,"1","Nfe2l2"
2.51826130017624e-225,2.39668091752845,0.339,0.084,8.130206607619e-221,"1","Eps8"
4.35528546602805e-225,1.62248801307529,0.596,0.262,1.40610391270715e-220,"1","Tgfb1"
1.14582857563738e-221,1.62959346116117,0.589,0.252,3.69930755644529e-217,"1","Malt1"
1.39888643238258e-219,1.91172650761408,0.477,0.167,4.51630484694715e-215,"1","Cyfip1"
5.95975122503509e-219,1.99105649770395,0.641,0.328,1.92410568300258e-214,"1","Ctsd"
1.40355135977884e-216,1.74085625822836,0.399,0.114,4.53136556504597e-212,"1","Snx20"
5.19521136349468e-216,1.88981375263351,0.53,0.213,1.67727398870426e-211,"1","Bach1"
8.46417082882206e-216,2.00238053392158,0.557,0.249,2.7326575520852e-211,"1","Taldo1"
3.82493620478212e-215,1.77709941749781,0.459,0.156,1.23488065371391e-210,"1","Nfkbib"
8.0245058019112e-215,1.41281351954305,0.415,0.119,2.59071169814703e-210,"1","Runx3"
2.28657787858491e-212,1.75130861437594,0.63,0.331,7.38221668101138e-208,"1","Bri3"
1.51384587092916e-211,2.15463226309866,0.351,0.095,4.88745139429478e-207,"1","Ptpre"
2.99781855568664e-211,2.04392261395219,0.415,0.131,9.67845720703431e-207,"1","Atp6v1a"
1.010478197003e-210,1.69018208700097,0.637,0.334,3.26232885902418e-206,"1","Rap1a"
4.5446418871283e-208,1.77604268527942,0.45,0.151,1.46723763325937e-203,"1","Rhog"
1.41956768115149e-206,1.51226097270261,0.631,0.315,4.5830742585976e-202,"1","Atp6v0b"
3.80304923017852e-206,1.94735408206194,0.57,0.259,1.22781444396314e-201,"1","Grn"
1.94658404557197e-205,2.14226644278171,0.343,0.092,6.28454659112912e-201,"1","Smim3"
1.36569667875149e-204,2.29849977247688,0.591,0.308,4.4091517273492e-200,"1","Sod2"
2.66713903147406e-204,1.82574291322911,0.353,0.097,8.610858363114e-200,"1","Gla"
4.75248315873372e-203,1.83481566236168,0.41,0.13,1.53433918779718e-198,"1","Adam17"
4.12991996246303e-202,0.99434113502629,0.732,0.385,1.33334465988119e-197,"1","Rel"
5.9243623259897e-202,1.51287653874722,0.695,0.42,1.91268037694578e-197,"1","Capza2"
2.00414228328193e-201,1.90860583756714,0.459,0.164,6.4703733615757e-197,"1","Plekho2"
3.87384515066348e-199,2.13343497095183,0.285,0.065,1.2506709068917e-194,"1","Rap2b"
4.24479453994415e-199,1.53225773249361,0.513,0.198,1.37043191722097e-194,"1","Mapk6"
1.89328156354863e-198,1.86049130269426,0.499,0.198,6.11245952791676e-194,"1","Zfp703"
4.14905378344772e-198,2.15430395047608,0.317,0.081,1.3395220139861e-193,"1","5031439G07Rik"
2.21620175810443e-196,2.09744127409135,0.351,0.1,7.15500737604016e-192,"1","Ube2f"
4.77076760020608e-196,1.81638372805075,0.473,0.178,1.54024231972653e-191,"1","Trim25"
1.06935685374036e-195,1.91091811411928,0.501,0.203,3.45241860230074e-191,"1","Mdm2"
3.80635027511544e-195,1.91576604557254,0.355,0.102,1.22888018632102e-190,"1","Itga5"
1.11727260118818e-193,1.80068265816177,0.524,0.224,3.60711459293603e-189,"1","Vamp8"
1.65045185072138e-188,1.65922383305753,0.581,0.279,5.32848380005397e-184,"1","Ptpn1"
1.75595459159542e-186,1.68738232940059,0.287,0.068,5.66909939896581e-182,"1","Ptpn6"
1.82772182523544e-186,1.49202901407505,0.595,0.284,5.90079991277262e-182,"1","Grb2"
8.4864884071338e-186,2.18729666275671,0.298,0.076,2.73986278224315e-181,"1","Atp6v1c1"
5.61243326774522e-185,1.16952353884033,0.788,0.538,1.81197408049155e-180,"1","Pfn1"
